index,year,month,date_of_month,day_of_week,births
3793,2004,5,21,5,12625
3794,2004,5,22,6,8614
3795,2004,5,23,7,7628
3796,2004,5,24,1,12341
3797,2004,5,25,2,13451
3798,2004,5,26,3,12891
3799,2004,5,27,4,13470
3800,2004,5,28,5,12941
3801,2004,5,29,6,8720
3802,2004,5,30,7,7511
3803,2004,5,31,1,7869
3804,2004,6,1,2,12440
3805,2004,6,2,3,13785
3806,2004,6,3,4,13644
3807,2004,6,4,5,13059
3808,2004,6,5,6,8706
3809,2004,6,6,7,7451
3810,2004,6,7,1,12173
3811,2004,6,8,2,13339
3812,2004,6,9,3,12806
3813,2004,6,10,4,13141
3814,2004,6,11,5,12691
3815,2004,6,12,6,8581
3816,2004,6,13,7,7649
3817,2004,6,14,1,12200
3818,2004,6,15,2,13317
3819,2004,6,16,3,13141
3820,2004,6,17,4,13165
3821,2004,6,18,5,12785
3822,2004,6,19,6,8492
3823,2004,6,20,7,7629
3824,2004,6,21,1,12093
3825,2004,6,22,2,13237
3826,2004,6,23,3,13096
3827,2004,6,24,4,13267
3828,2004,6,25,5,13074
3829,2004,6,26,6,8786
3830,2004,6,27,7,7715
3831,2004,6,28,1,12383
3832,2004,6,29,2,13587
3833,2004,6,30,3,13444
3834,2004,7,1,4,13887
3835,2004,7,2,5,13271
3836,2004,7,3,6,8900
3837,2004,7,4,7,7820
3838,2004,7,5,1,8978
3839,2004,7,6,2,13221
3840,2004,7,7,3,14496
3841,2004,7,8,4,14056
3842,2004,7,9,5,13874
3843,2004,7,10,6,9040
3844,2004,7,11,7,7862
3845,2004,7,12,1,12621
3846,2004,7,13,2,13214
3847,2004,7,14,3,13610
3848,2004,7,15,4,13601
3849,2004,7,16,5,13411
3850,2004,7,17,6,9067
3851,2004,7,18,7,7797
3852,2004,7,19,1,12286
3853,2004,7,20,2,13804
3854,2004,7,21,3,13370
3855,2004,7,22,4,13574
3856,2004,7,23,5,12974
3857,2004,7,24,6,9046
3858,2004,7,25,7,7549
3859,2004,7,26,1,12266
3860,2004,7,27,2,13454
3861,2004,7,28,3,13258
3862,2004,7,29,4,13281
3863,2004,7,30,5,12934
3864,2004,7,31,6,8858
3865,2004,8,1,7,7837
3866,2004,8,2,1,12428
3867,2004,8,3,2,13249
3868,2004,8,4,3,13498
3869,2004,8,5,4,13234
3870,2004,8,6,5,12935
3871,2004,8,7,6,8860
3872,2004,8,8,7,7773
3873,2004,8,9,1,12310
3874,2004,8,10,2,13571
3875,2004,8,11,3,13405
3876,2004,8,12,4,13448
3877,2004,8,13,5,12275
3878,2004,8,14,6,8884
3879,2004,8,15,7,7885
3880,2004,8,16,1,12328
3881,2004,8,17,2,13551
3882,2004,8,18,3,13274
3883,2004,8,19,4,13088
3884,2004,8,20,5,13228
3885,2004,8,21,6,8944
3886,2004,8,22,7,7950
3887,2004,8,23,1,12285
3888,2004,8,24,2,13556
3889,2004,8,25,3,13116
3890,2004,8,26,4,13196
3891,2004,8,27,5,12971
3892,2004,8,28,6,9049
3893,2004,8,29,7,7783
3894,2004,8,30,1,12342
3895,2004,8,31,2,13582
3896,2004,9,1,3,13418
3897,2004,9,2,4,13539
3898,2004,9,3,5,13245
3899,2004,9,4,6,8881
3900,2004,9,5,7,7875
3901,2004,9,6,1,8281
3902,2004,9,7,2,12884
3903,2004,9,8,3,14492
3904,2004,9,9,4,14526
3905,2004,9,10,5,14081
3906,2004,9,11,6,9253
3907,2004,9,12,7,8281
3908,2004,9,13,1,12644
3909,2004,9,14,2,14172
3910,2004,9,15,3,13641
3911,2004,9,16,4,13432
3912,2004,9,17,5,13577
3913,2004,9,18,6,9387
3914,2004,9,19,7,8251
3915,2004,9,20,1,12963
3916,2004,9,21,2,13932
3917,2004,9,22,3,13749
3918,2004,9,23,4,13969
3919,2004,9,24,5,13722
3920,2004,9,25,6,9142
3921,2004,9,26,7,8143
3922,2004,9,27,1,12674
3923,2004,9,28,2,13882
3924,2004,9,29,3,13416
3925,2004,9,30,4,13443
3926,2004,10,1,5,13256
3927,2004,10,2,6,8886
3928,2004,10,3,7,7719
3929,2004,10,4,1,12591
3930,2004,10,5,2,13707
3931,2004,10,6,3,13317
3932,2004,10,7,4,13383
3933,2004,10,8,5,13122
3934,2004,10,9,6,8716
3935,2004,10,10,7,7709
3936,2004,10,11,1,11758
3937,2004,10,12,2,13405
3938,2004,10,13,3,13069
3939,2004,10,14,4,13259
3940,2004,10,15,5,13111
3941,2004,10,16,6,8802
3942,2004,10,17,7,7661
3943,2004,10,18,1,12252
3944,2004,10,19,2,13271
3945,2004,10,20,3,12967
3946,2004,10,21,4,12959
3947,2004,10,22,5,12887
3948,2004,10,23,6,8627
3949,2004,10,24,7,7699
3950,2004,10,25,1,12341
3951,2004,10,26,2,13464
3952,2004,10,27,3,13178
3953,2004,10,28,4,13287
3954,2004,10,29,5,12473
3955,2004,10,30,6,8616
3956,2004,10,31,7,7556
3957,2004,11,1,1,12173
3958,2004,11,2,2,13212
3959,2004,11,3,3,13004
3960,2004,11,4,4,13075
3961,2004,11,5,5,12900
3962,2004,11,6,6,8789
3963,2004,11,7,7,7734
3964,2004,11,8,1,12420
3965,2004,11,9,2,13351
3966,2004,11,10,3,13017
3967,2004,11,11,4,12976
3968,2004,11,12,5,12783
3969,2004,11,13,6,8626
3970,2004,11,14,7,7503
3971,2004,11,15,1,12293
3972,2004,11,16,2,13528
3973,2004,11,17,3,13124
3974,2004,11,18,4,13348
3975,2004,11,19,5,13063
3976,2004,11,20,6,8694
3977,2004,11,21,7,7742
3978,2004,11,22,1,13463
3979,2004,11,23,2,14238
3980,2004,11,24,3,12430
3981,2004,11,25,4,7614
3982,2004,11,26,5,9370
3983,2004,11,27,6,8118
3984,2004,11,28,7,7540
3985,2004,11,29,1,12315
3986,2004,11,30,2,13916
3987,2004,12,1,3,13385
3988,2004,12,2,4,12989
3989,2004,12,3,5,12604
3990,2004,12,4,6,8616
3991,2004,12,5,7,7606
3992,2004,12,6,1,12054
3993,2004,12,7,2,13372
3994,2004,12,8,3,13179
3995,2004,12,9,4,12872
3996,2004,12,10,5,12719
3997,2004,12,11,6,8550
3998,2004,12,12,7,7649
3999,2004,12,13,1,11809
4000,2004,12,14,2,13360
4001,2004,12,15,3,13380
4002,2004,12,16,4,13418
4003,2004,12,17,5,13090
4004,2004,12,18,6,8623
4005,2004,12,19,7,7552
4006,2004,12,20,1,13587
4007,2004,12,21,2,14390
4008,2004,12,22,3,13006
4009,2004,12,23,4,11043
4010,2004,12,24,5,7813
4011,2004,12,25,6,6259
4012,2004,12,26,7,7087
4013,2004,12,27,1,12276
4014,2004,12,28,2,13965
4015,2004,12,29,3,13642
4016,2004,12,30,4,13314
4017,2004,12,31,5,10130
4018,2005,1,1,6,7317
4019,2005,1,2,7,6871
4020,2005,1,3,1,11153
4021,2005,1,4,2,12644
4022,2005,1,5,3,12671
4023,2005,1,6,4,12733
4024,2005,1,7,5,12581
4025,2005,1,8,6,8376
4026,2005,1,9,7,7169
4027,2005,1,10,1,11803
4028,2005,1,11,2,12949
4029,2005,1,12,3,12842
4030,2005,1,13,4,12357
4031,2005,1,14,5,12562
4032,2005,1,15,6,8502
4033,2005,1,16,7,7192
4034,2005,1,17,1,11059
4035,2005,1,18,2,12677
4036,2005,1,19,3,12726
4037,2005,1,20,4,12847
4038,2005,1,21,5,12579
4039,2005,1,22,6,8255
4040,2005,1,23,7,7376
4041,2005,1,24,1,11716
4042,2005,1,25,2,13295
4043,2005,1,26,3,12733
4044,2005,1,27,4,12680
4045,2005,1,28,5,12578
4046,2005,1,29,6,8303
4047,2005,1,30,7,7402
4048,2005,1,31,1,11530
4049,2005,2,1,2,13263
4050,2005,2,2,3,12966
4051,2005,2,3,4,12638
4052,2005,2,4,5,12671
4053,2005,2,5,6,8539
4054,2005,2,6,7,7432
4055,2005,2,7,1,11867
4056,2005,2,8,2,12927
4057,2005,2,9,3,12469
4058,2005,2,10,4,12865
4059,2005,2,11,5,12517
4060,2005,2,12,6,8462
4061,2005,2,13,7,7395
4062,2005,2,14,1,12386
4063,2005,2,15,2,13378
4064,2005,2,16,3,13029
4065,2005,2,17,4,12718
4066,2005,2,18,5,12589
4067,2005,2,19,6,8318
4068,2005,2,20,7,7342
4069,2005,2,21,1,11087
4070,2005,2,22,2,12699
4071,2005,2,23,3,12685
4072,2005,2,24,4,12733
4073,2005,2,25,5,12495
4074,2005,2,26,6,8293
4075,2005,2,27,7,7449
4076,2005,2,28,1,11678
4077,2005,3,1,2,13042
4078,2005,3,2,3,12765
4079,2005,3,3,4,13018
4080,2005,3,4,5,12772
4081,2005,3,5,6,8499
4082,2005,3,6,7,7382
4083,2005,3,7,1,11801
4084,2005,3,8,2,12969
4085,2005,3,9,3,12700
4086,2005,3,10,4,12920
4087,2005,3,11,5,12777
4088,2005,3,12,6,8511
4089,2005,3,13,7,7239
4090,2005,3,14,1,12086
4091,2005,3,15,2,13144
4092,2005,3,16,3,12718
4093,2005,3,17,4,13118
4094,2005,3,18,5,12690
4095,2005,3,19,6,8557
4096,2005,3,20,7,7454
4097,2005,3,21,1,12108
4098,2005,3,22,2,13386
4099,2005,3,23,3,12910
4100,2005,3,24,4,12912
4101,2005,3,25,5,12111
4102,2005,3,26,6,7980
4103,2005,3,27,7,6923
4104,2005,3,28,1,11820
4105,2005,3,29,2,13028
4106,2005,3,30,3,12947
4107,2005,3,31,4,12834
4108,2005,4,1,5,11760
4109,2005,4,2,6,8574
4110,2005,4,3,7,7065
4111,2005,4,4,1,12457
4112,2005,4,5,2,13274
4113,2005,4,6,3,13200
4114,2005,4,7,4,12996
4115,2005,4,8,5,12747
4116,2005,4,9,6,8355
4117,2005,4,10,7,7443
4118,2005,4,11,1,12143
4119,2005,4,12,2,13146
4120,2005,4,13,3,12452
4121,2005,4,14,4,12976
4122,2005,4,15,5,13063
4123,2005,4,16,6,8291
4124,2005,4,17,7,7214
4125,2005,4,18,1,12023
4126,2005,4,19,2,13197
4127,2005,4,20,3,13120
4128,2005,4,21,4,12978
4129,2005,4,22,5,12543
4130,2005,4,23,6,8244
4131,2005,4,24,7,7267
4132,2005,4,25,1,12002
4133,2005,4,26,2,13157
4134,2005,4,27,3,12929
4135,2005,4,28,4,12822
4136,2005,4,29,5,12342
4137,2005,4,30,6,8280
4138,2005,5,1,7,7230
4139,2005,5,2,1,11980
4140,2005,5,3,2,13079
4141,2005,5,4,3,12841
4142,2005,5,5,4,14357
4143,2005,5,6,5,12496
4144,2005,5,7,6,8204
4145,2005,5,8,7,7349
4146,2005,5,9,1,12155
4147,2005,5,10,2,13299
4148,2005,5,11,3,12762
4149,2005,5,12,4,13251
4150,2005,5,13,5,11803
4151,2005,5,14,6,8610
4152,2005,5,15,7,7515
4153,2005,5,16,1,12307
4154,2005,5,17,2,13659
4155,2005,5,18,3,13378
4156,2005,5,19,4,13114
4157,2005,5,20,5,13007
4158,2005,5,21,6,8490
4159,2005,5,22,7,7386
4160,2005,5,23,1,12445
4161,2005,5,24,2,13740
4162,2005,5,25,3,13793
4163,2005,5,26,4,13654
4164,2005,5,27,5,13378
4165,2005,5,28,6,8688
4166,2005,5,29,7,7270
4167,2005,5,30,1,7886
4168,2005,5,31,2,12610
4169,2005,6,1,3,14054
4170,2005,6,2,4,13666
4171,2005,6,3,5,13483
4172,2005,6,4,6,8686
4173,2005,6,5,7,7791
4174,2005,6,6,1,12363
4175,2005,6,7,2,13481
4176,2005,6,8,3,13138
4177,2005,6,9,4,13422
4178,2005,6,10,5,13230
4179,2005,6,11,6,8621
4180,2005,6,12,7,7487
4181,2005,6,13,1,11843
4182,2005,6,14,2,13815
4183,2005,6,15,3,13261
4184,2005,6,16,4,13033
4185,2005,6,17,5,12821
4186,2005,6,18,6,8573
4187,2005,6,19,7,7522
4188,2005,6,20,1,12332
4189,2005,6,21,2,13439
4190,2005,6,22,3,13342
4191,2005,6,23,4,13458
4192,2005,6,24,5,13032
4193,2005,6,25,6,8737
4194,2005,6,26,7,7603
4195,2005,6,27,1,12488
4196,2005,6,28,2,13813
4197,2005,6,29,3,14039
4198,2005,6,30,4,14003
4199,2005,7,1,5,13759
4200,2005,7,2,6,8862
4201,2005,7,3,7,7668
4202,2005,7,4,1,7733
4203,2005,7,5,2,12847
4204,2005,7,6,3,14562
4205,2005,7,7,4,14627
4206,2005,7,8,5,14136
4207,2005,7,9,6,9189
4208,2005,7,10,7,7829
4209,2005,7,11,1,12626
4210,2005,7,12,2,13884
4211,2005,7,13,3,13431
4212,2005,7,14,4,14038
4213,2005,7,15,5,13685
4214,2005,7,16,6,9036
4215,2005,7,17,7,7793
4216,2005,7,18,1,12698
4217,2005,7,19,2,13791
4218,2005,7,20,3,13603
4219,2005,7,21,4,13870
4220,2005,7,22,5,13390
4221,2005,7,23,6,8916
4222,2005,7,24,7,7762
4223,2005,7,25,1,12651
4224,2005,7,26,2,13671
4225,2005,7,27,3,13528
4226,2005,7,28,4,13621
4227,2005,7,29,5,13260
4228,2005,7,30,6,8987
4229,2005,7,31,7,7743
4230,2005,8,1,1,12415
4231,2005,8,2,2,13730
4232,2005,8,3,3,13350
4233,2005,8,4,4,13511
4234,2005,8,5,5,13413
4235,2005,8,6,6,8820
4236,2005,8,7,7,7662
4237,2005,8,8,1,12553
4238,2005,8,9,2,13893
4239,2005,8,10,3,13593
4240,2005,8,11,4,14011
4241,2005,8,12,5,13610
4242,2005,8,13,6,9049
4243,2005,8,14,7,7867
4244,2005,8,15,1,12740
4245,2005,8,16,2,13998
4246,2005,8,17,3,13801
4247,2005,8,18,4,14009
4248,2005,8,19,5,13365
4249,2005,8,20,6,9118
4250,2005,8,21,7,7776
4251,2005,8,22,1,12487
4252,2005,8,23,2,13739
4253,2005,8,24,3,13569
4254,2005,8,25,4,13824
4255,2005,8,26,5,13327
4256,2005,8,27,6,8952
4257,2005,8,28,7,7743
4258,2005,8,29,1,12711
4259,2005,8,30,2,13933
4260,2005,8,31,3,13898
4261,2005,9,1,4,14160
4262,2005,9,2,5,13904
4263,2005,9,3,6,9128
4264,2005,9,4,7,7931
4265,2005,9,5,1,8116
4266,2005,9,6,2,13124
4267,2005,9,7,3,14744
4268,2005,9,8,4,14740
4269,2005,9,9,5,14505
4270,2005,9,10,6,9565
4271,2005,9,11,7,8041
4272,2005,9,12,1,13189
4273,2005,9,13,2,13951
4274,2005,9,14,3,14160
4275,2005,9,15,4,14263
4276,2005,9,16,5,14189
4277,2005,9,17,6,9459
4278,2005,9,18,7,8262
4279,2005,9,19,1,13460
4280,2005,9,20,2,14590
4281,2005,9,21,3,14203
4282,2005,9,22,4,13973
4283,2005,9,23,5,13776
4284,2005,9,24,6,9207
4285,2005,9,25,7,8028
4286,2005,9,26,1,12952
4287,2005,9,27,2,13955
4288,2005,9,28,3,13785
4289,2005,9,29,4,13540
4290,2005,9,30,5,13454
4291,2005,10,1,6,8820
4292,2005,10,2,7,7841
4293,2005,10,3,1,12816
4294,2005,10,4,2,13449
4295,2005,10,5,3,13488
4296,2005,10,6,4,13552
4297,2005,10,7,5,13056
4298,2005,10,8,6,8846
4299,2005,10,9,7,7508
4300,2005,10,10,1,12298
4301,2005,10,11,2,13256
4302,2005,10,12,3,13191
4303,2005,10,13,4,12922
4304,2005,10,14,5,13087
4305,2005,10,15,6,8733
4306,2005,10,16,7,7432
4307,2005,10,17,1,12230
4308,2005,10,18,2,13442
4309,2005,10,19,3,12932
4310,2005,10,20,4,13267
4311,2005,10,21,5,12828
4312,2005,10,22,6,8568
4313,2005,10,23,7,7371
4314,2005,10,24,1,12012
4315,2005,10,25,2,13351
4316,2005,10,26,3,12798
4317,2005,10,27,4,13273
4318,2005,10,28,5,12619
4319,2005,10,29,6,8509
4320,2005,10,30,7,7459
4321,2005,10,31,1,10207
4322,2005,11,1,2,13682
4323,2005,11,2,3,13275
4324,2005,11,3,4,13284
4325,2005,11,4,5,12928
4326,2005,11,5,6,8675
4327,2005,11,6,7,7565
4328,2005,11,7,1,12176
4329,2005,11,8,2,13678
4330,2005,11,9,3,13208
4331,2005,11,10,4,13227
4332,2005,11,11,5,12584
4333,2005,11,12,6,8333
4334,2005,11,13,7,7420
4335,2005,11,14,1,12164
4336,2005,11,15,2,13549
4337,2005,11,16,3,13113
4338,2005,11,17,4,13280
4339,2005,11,18,5,13153
4340,2005,11,19,6,8481
4341,2005,11,20,7,7594
4342,2005,11,21,1,13399
4343,2005,11,22,2,14175
4344,2005,11,23,3,12202
4345,2005,11,24,4,7267
4346,2005,11,25,5,9090
4347,2005,11,26,6,7848
4348,2005,11,27,7,7197
4349,2005,11,28,1,12716
4350,2005,11,29,2,13743
4351,2005,11,30,3,13176
4352,2005,12,1,4,13210
4353,2005,12,2,5,12599
4354,2005,12,3,6,8241
4355,2005,12,4,7,7297
4356,2005,12,5,1,12106
4357,2005,12,6,2,13249
4358,2005,12,7,3,13017
4359,2005,12,8,4,13048
4360,2005,12,9,5,12391
4361,2005,12,10,6,8401
4362,2005,12,11,7,7368
4363,2005,12,12,1,12494
4364,2005,12,13,2,13323
4365,2005,12,14,3,13768
4366,2005,12,15,4,13586
4367,2005,12,16,5,13320
4368,2005,12,17,6,8701
4369,2005,12,18,7,7617
4370,2005,12,19,1,13410
4371,2005,12,20,2,14659
4372,2005,12,21,3,14159
4373,2005,12,22,4,12877
4374,2005,12,23,5,10642
4375,2005,12,24,6,7256
4376,2005,12,25,7,6224
4377,2005,12,26,1,8505
4378,2005,12,27,2,13056
4379,2005,12,28,3,14381
4380,2005,12,29,4,13972
4381,2005,12,30,5,13208
4382,2005,12,31,6,8635
4383,2006,1,1,7,7137
4384,2006,1,2,1,8198
4385,2006,1,3,2,11992
4386,2006,1,4,3,12966
4387,2006,1,5,4,13117
4388,2006,1,6,5,13071
4389,2006,1,7,6,8546
4390,2006,1,8,7,7409
4391,2006,1,9,1,11809
4392,2006,1,10,2,12992
4393,2006,1,11,3,12844
4394,2006,1,12,4,13309
4395,2006,1,13,5,11994
4396,2006,1,14,6,8628
4397,2006,1,15,7,7312
4398,2006,1,16,1,11477
4399,2006,1,17,2,13018
4400,2006,1,18,3,13079
4401,2006,1,19,4,13125
4402,2006,1,20,5,13040
4403,2006,1,21,6,8408
4404,2006,1,22,7,7442
4405,2006,1,23,1,12102
4406,2006,1,24,2,12983
4407,2006,1,25,3,12911
4408,2006,1,26,4,13044
4409,2006,1,27,5,12917
4410,2006,1,28,6,8439
4411,2006,1,29,7,7572
4412,2006,1,30,1,12150
4413,2006,1,31,2,12945
4414,2006,2,1,3,12960
4415,2006,2,2,4,13231
4416,2006,2,3,5,13089
4417,2006,2,4,6,8647
4418,2006,2,5,7,7506
4419,2006,2,6,1,12302
4420,2006,2,7,2,13555
4421,2006,2,8,3,13057
4422,2006,2,9,4,13232
4423,2006,2,10,5,13298
4424,2006,2,11,6,8702
4425,2006,2,12,7,7404
4426,2006,2,13,1,11955
4427,2006,2,14,2,13886
4428,2006,2,15,3,13424
4429,2006,2,16,4,13303
4430,2006,2,17,5,13218
4431,2006,2,18,6,8738
4432,2006,2,19,7,7577
4433,2006,2,20,1,11466
4434,2006,2,21,2,13172
4435,2006,2,22,3,13341
4436,2006,2,23,4,13280
4437,2006,2,24,5,12832
4438,2006,2,25,6,8557
4439,2006,2,26,7,7400
4440,2006,2,27,1,12080
4441,2006,2,28,2,13223
4442,2006,3,1,3,13422
4443,2006,3,2,4,13210
4444,2006,3,3,5,13212
4445,2006,3,4,6,8682
4446,2006,3,5,7,7440
4447,2006,3,6,1,12361
4448,2006,3,7,2,13248
4449,2006,3,8,3,13427
4450,2006,3,9,4,13305
4451,2006,3,10,5,13162
4452,2006,3,11,6,8602
4453,2006,3,12,7,7558
4454,2006,3,13,1,11742
4455,2006,3,14,2,13358
4456,2006,3,15,3,13183
4457,2006,3,16,4,13125
4458,2006,3,17,5,13003
4459,2006,3,18,6,8757
4460,2006,3,19,7,7355
4461,2006,3,20,1,12335
4462,2006,3,21,2,13378
4463,2006,3,22,3,13027
4464,2006,3,23,4,13042
4465,2006,3,24,5,12874
4466,2006,3,25,6,8381
4467,2006,3,26,7,7403
4468,2006,3,27,1,12095
4469,2006,3,28,2,13246
4470,2006,3,29,3,13114
4471,2006,3,30,4,13067
4472,2006,3,31,5,12406
4473,2006,4,1,6,8268
4474,2006,4,2,7,7271
4475,2006,4,3,1,12398
4476,2006,4,4,2,13287
4477,2006,4,5,3,13348
4478,2006,4,6,4,13069
4479,2006,4,7,5,12922
4480,2006,4,8,6,8333
4481,2006,4,9,7,7314
4482,2006,4,10,1,12233
4483,2006,4,11,2,13504
4484,2006,4,12,3,13120
4485,2006,4,13,4,12853
4486,2006,4,14,5,12139
4487,2006,4,15,6,8227
4488,2006,4,16,7,7030
4489,2006,4,17,1,11897
4490,2006,4,18,2,13415
4491,2006,4,19,3,12979
4492,2006,4,20,4,13157
4493,2006,4,21,5,12776
4494,2006,4,22,6,8397
4495,2006,4,23,7,7141
4496,2006,4,24,1,12164
4497,2006,4,25,2,13238
4498,2006,4,26,3,13011
4499,2006,4,27,4,13120
4500,2006,4,28,5,12562
4501,2006,4,29,6,8287
4502,2006,4,30,7,7127
4503,2006,5,1,1,12248
4504,2006,5,2,2,13242
4505,2006,5,3,3,13059
4506,2006,5,4,4,12941
4507,2006,5,5,5,12983
4508,2006,5,6,6,8297
4509,2006,5,7,7,7343
4510,2006,5,8,1,12355
4511,2006,5,9,2,13100
4512,2006,5,10,3,13079
4513,2006,5,11,4,12921
4514,2006,5,12,5,12685
4515,2006,5,13,6,8260
4516,2006,5,14,7,7288
4517,2006,5,15,1,12476
4518,2006,5,16,2,13630
4519,2006,5,17,3,13444
4520,2006,5,18,4,13274
4521,2006,5,19,5,12731
4522,2006,5,20,6,8624
4523,2006,5,21,7,7473
4524,2006,5,22,1,12775
4525,2006,5,23,2,13827
4526,2006,5,24,3,13544
4527,2006,5,25,4,14074
4528,2006,5,26,5,13355
4529,2006,5,27,6,8883
4530,2006,5,28,7,7651
4531,2006,5,29,1,8099
4532,2006,5,30,2,13051
4533,2006,5,31,3,14189
4534,2006,6,1,4,14257
4535,2006,6,2,5,13772
4536,2006,6,3,6,8878
4537,2006,6,4,7,7834
4538,2006,6,5,1,13004
4539,2006,6,6,2,11661
4540,2006,6,7,3,13693
4541,2006,6,8,4,14137
4542,2006,6,9,5,13203
4543,2006,6,10,6,8619
4544,2006,6,11,7,7653
4545,2006,6,12,1,12652
4546,2006,6,13,2,13378
4547,2006,6,14,3,13800
4548,2006,6,15,4,13765
4549,2006,6,16,5,13461
4550,2006,6,17,6,8892
4551,2006,6,18,7,7902
4552,2006,6,19,1,12869
4553,2006,6,20,2,14021
4554,2006,6,21,3,13586
4555,2006,6,22,4,13722
4556,2006,6,23,5,13136
4557,2006,6,24,6,8740
4558,2006,6,25,7,7727
4559,2006,6,26,1,12660
4560,2006,6,27,2,14119
4561,2006,6,28,3,14246
4562,2006,6,29,4,14218
4563,2006,6,30,5,14010
4564,2006,7,1,6,9285
4565,2006,7,2,7,7817
4566,2006,7,3,1,11867
4567,2006,7,4,2,9083
4568,2006,7,5,3,13124
4569,2006,7,6,4,15007
4570,2006,7,7,5,14580
4571,2006,7,8,6,9526
4572,2006,7,9,7,8088
4573,2006,7,10,1,13306
4574,2006,7,11,2,14413
4575,2006,7,12,3,13919
4576,2006,7,13,4,13926
4577,2006,7,14,5,14174
4578,2006,7,15,6,9477
4579,2006,7,16,7,8150
4580,2006,7,17,1,13454
4581,2006,7,18,2,14456
4582,2006,7,19,3,14019
4583,2006,7,20,4,14239
4584,2006,7,21,5,14195
4585,2006,7,22,6,9219
4586,2006,7,23,7,8156
4587,2006,7,24,1,13075
4588,2006,7,25,2,14387
4589,2006,7,26,3,14093
4590,2006,7,27,4,14270
4591,2006,7,28,5,13912
4592,2006,7,29,6,9332
4593,2006,7,30,7,8105
4594,2006,7,31,1,12791
4595,2006,8,1,2,14537
4596,2006,8,2,3,14114
4597,2006,8,3,4,14093
4598,2006,8,4,5,13899
4599,2006,8,5,6,9441
4600,2006,8,6,7,7881
4601,2006,8,7,1,13112
4602,2006,8,8,2,14507
4603,2006,8,9,3,14277
4604,2006,8,10,4,14331
4605,2006,8,11,5,13975
4606,2006,8,12,6,9401
4607,2006,8,13,7,7979
4608,2006,8,14,1,13313
4609,2006,8,15,2,14570
4610,2006,8,16,3,14330
4611,2006,8,17,4,14355
4612,2006,8,18,5,13864
4613,2006,8,19,6,9509
4614,2006,8,20,7,8217
4615,2006,8,21,1,13236
4616,2006,8,22,2,14433
4617,2006,8,23,3,14360
4618,2006,8,24,4,14109
4619,2006,8,25,5,13921
4620,2006,8,26,6,9313
4621,2006,8,27,7,8144
4622,2006,8,28,1,13433
4623,2006,8,29,2,14688
4624,2006,8,30,3,14466
4625,2006,8,31,4,14391
4626,2006,9,1,5,14458
4627,2006,9,2,6,9426
4628,2006,9,3,7,8162
4629,2006,9,4,1,8298
4630,2006,9,5,2,13654
4631,2006,9,6,3,15391
4632,2006,9,7,4,15454
4633,2006,9,8,5,15018
4634,2006,9,9,6,9759
4635,2006,9,10,7,8407
4636,2006,9,11,1,12868
4637,2006,9,12,2,15078
4638,2006,9,13,3,14769
4639,2006,9,14,4,15099
4640,2006,9,15,5,14762
4641,2006,9,16,6,9648
4642,2006,9,17,7,8701
4643,2006,9,18,1,13958
4644,2006,9,19,2,15205
4645,2006,9,20,3,14850
4646,2006,9,21,4,14965
4647,2006,9,22,5,14708
4648,2006,9,23,6,9815
4649,2006,9,24,7,8371
4650,2006,9,25,1,13740
4651,2006,9,26,2,14912
4652,2006,9,27,3,14465
4653,2006,9,28,4,14281
4654,2006,9,29,5,13828
4655,2006,9,30,6,9154
4656,2006,10,1,7,8263
4657,2006,10,2,1,13109
4658,2006,10,3,2,14550
4659,2006,10,4,3,14214
4660,2006,10,5,4,14212
4661,2006,10,6,5,13829
4662,2006,10,7,6,9015
4663,2006,10,8,7,7940
4664,2006,10,9,1,12796
4665,2006,10,10,2,14480
4666,2006,10,11,3,14086
4667,2006,10,12,4,13985
4668,2006,10,13,5,12628
4669,2006,10,14,6,8804
4670,2006,10,15,7,7757
4671,2006,10,16,1,12873
4672,2006,10,17,2,14304
4673,2006,10,18,3,13877
4674,2006,10,19,4,13648
4675,2006,10,20,5,13327
4676,2006,10,21,6,8803
4677,2006,10,22,7,7805
4678,2006,10,23,1,12836
4679,2006,10,24,2,14153
4680,2006,10,25,3,13751
4681,2006,10,26,4,13974
4682,2006,10,27,5,13374
4683,2006,10,28,6,8789
4684,2006,10,29,7,7974
4685,2006,10,30,1,12465
4686,2006,10,31,2,12064
4687,2006,11,1,3,13969
4688,2006,11,2,4,13920
4689,2006,11,3,5,13589
4690,2006,11,4,6,8787
4691,2006,11,5,7,7957
4692,2006,11,6,1,12893
4693,2006,11,7,2,13779
4694,2006,11,8,3,13798
4695,2006,11,9,4,13783
4696,2006,11,10,5,13571
4697,2006,11,11,6,8807
4698,2006,11,12,7,7650
4699,2006,11,13,1,12546
4700,2006,11,14,2,14229
4701,2006,11,15,3,13881
4702,2006,11,16,4,14073
4703,2006,11,17,5,14158
4704,2006,11,18,6,8844
4705,2006,11,19,7,7577
4706,2006,11,20,1,14053
4707,2006,11,21,2,14835
4708,2006,11,22,3,13181
4709,2006,11,23,4,7521
4710,2006,11,24,5,9640
4711,2006,11,25,6,8217
4712,2006,11,26,7,7585
4713,2006,11,27,1,13150
4714,2006,11,28,2,14575
4715,2006,11,29,3,13997
4716,2006,11,30,4,13411
4717,2006,12,1,5,13451
4718,2006,12,2,6,8740
4719,2006,12,3,7,7607
4720,2006,12,4,1,12498
4721,2006,12,5,2,13859
4722,2006,12,6,3,13840
4723,2006,12,7,4,13619
4724,2006,12,8,5,12945
